"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testMore30km","testMore30km()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testFrigileAndDistanceElevenKm","testFrigileAndDistanceElevenKm()",""
"passed","Tue May 20 08:12:23 GMT 2025","Tue May 20 08:12:24 GMT 2025","866","","ui.SixHomeWork","","ui.SixHomeWork","readOnlyField","readOnlyField()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testNineKmBig","testNineKmBig()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","3","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testFrafaleAndLongDistance","testFrafaleAndLongDistance()",""
"passed","Tue May 20 08:12:12 GMT 2025","Tue May 20 08:12:21 GMT 2025","9025","","ui.SevenHomeWork","","ui.SevenHomeWork","loadingImages","Загрузка картинок",""
"broken","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:12:00 GMT 2025","6477","","SeleniumTests","","SeleniumTests","checkTitle","checkTitle()",""
"passed","Tue May 20 08:12:28 GMT 2025","Tue May 20 08:12:28 GMT 2025","772","","ui.SixHomeWork","","ui.SixHomeWork","inputField","inputField()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadVeryHigh","testWorkLoadVeryHigh()",""
"passed","Tue May 20 08:12:21 GMT 2025","Tue May 20 08:12:22 GMT 2025","1100","","ui.SevenHomeWork","","ui.SevenHomeWork","iframeTest","Iframe test",""
"broken","Tue May 20 08:12:27 GMT 2025","Tue May 20 08:12:28 GMT 2025","731","","ui.SixHomeWork","","ui.SixHomeWork","fileUploadTest","fileUploadTest()",""
"broken","Tue May 20 08:12:00 GMT 2025","Tue May 20 08:12:00 GMT 2025","241","","SeleniumTests","","SeleniumTests","checkChapter3Link","checkChapter3Link()",""
"passed","Tue May 20 08:12:01 GMT 2025","Tue May 20 08:12:03 GMT 2025","1989","","ui.SevenHomeWork","","ui.SevenHomeWork","shadowDom","shadowDom",""
"passed","Tue May 20 08:12:25 GMT 2025","Tue May 20 08:12:26 GMT 2025","829","","ui.SixHomeWork","","ui.SixHomeWork","listSelectedAnotherOptionTest","listSelectedAnotherOptionTest()",""
"passed","Tue May 20 08:12:05 GMT 2025","Tue May 20 08:12:06 GMT 2025","1029","","ui.SevenHomeWork","","ui.SevenHomeWork","alertTest","Alert test",""
"passed","Tue May 20 08:12:26 GMT 2025","Tue May 20 08:12:27 GMT 2025","744","","ui.SixHomeWork","","ui.SixHomeWork","listSelectedTest","listSelectedTest()",""
"passed","Tue May 20 08:12:04 GMT 2025","Tue May 20 08:12:05 GMT 2025","1020","","ui.SevenHomeWork","","ui.SevenHomeWork","cookieTest","Cookies test",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","2","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadHigh","testWorkLoadHigh()",""
"broken","Tue May 20 08:12:00 GMT 2025","Tue May 20 08:12:01 GMT 2025","225","","SeleniumTests","","SeleniumTests","checkURL","checkURL()",""
"passed","Tue May 20 08:12:25 GMT 2025","Tue May 20 08:12:25 GMT 2025","705","","ui.SixHomeWork","","ui.SixHomeWork","disabledField","disabledField()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadIncreased","testWorkLoadIncreased()",""
"passed","Tue May 20 08:12:24 GMT 2025","Tue May 20 08:12:25 GMT 2025","781","","ui.SixHomeWork","","ui.SixHomeWork","dataPickerTest","dataPickerTest()",""
"passed","Tue May 20 08:11:54 GMT 2025","Tue May 20 08:11:54 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testSmoke","testSmoke()",""
"passed","Tue May 20 08:12:06 GMT 2025","Tue May 20 08:12:12 GMT 2025","6319","","ui.SevenHomeWork","","ui.SevenHomeWork","slowCalculator","Тест калькулятора",""
"broken","Tue May 20 08:12:03 GMT 2025","Tue May 20 08:12:04 GMT 2025","937","","ui.SevenHomeWork","","ui.SevenHomeWork","testWebStorage","Web storage test",""
"passed","Tue May 20 08:11:53 GMT 2025","Tue May 20 08:11:53 GMT 2025","38","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testCheapest","testCheapest()",""
"passed","Tue May 20 08:12:22 GMT 2025","Tue May 20 08:12:23 GMT 2025","896","","ui.SixHomeWork","","ui.SixHomeWork","checkboxTest","checkboxTest()",""
