"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:44 GMT 2025","7391","","SeleniumTests","","SeleniumTests","checkTitle","checkTitle()",""
"passed","Sat May 24 08:24:09 GMT 2025","Sat May 24 08:24:10 GMT 2025","776","","ui.SixHomeWork","","ui.SixHomeWork","listSelectedTest","listSelectedTest()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testFrigileAndDistanceElevenKm","testFrigileAndDistanceElevenKm()",""
"passed","Sat May 24 08:24:04 GMT 2025","Sat May 24 08:24:05 GMT 2025","899","","ui.SevenHomeWork","","ui.SevenHomeWork","iframeTest","Iframe test",""
"passed","Sat May 24 08:23:55 GMT 2025","Sat May 24 08:24:04 GMT 2025","8935","","ui.SevenHomeWork","","ui.SevenHomeWork","loadingImages","Загрузка картинок",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","2","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testSmoke","testSmoke()",""
"passed","Sat May 24 08:23:48 GMT 2025","Sat May 24 08:23:49 GMT 2025","1007","","ui.SevenHomeWork","","ui.SevenHomeWork","alertTest","Alert test",""
"passed","Sat May 24 08:23:44 GMT 2025","Sat May 24 08:23:46 GMT 2025","1831","","ui.SevenHomeWork","","ui.SevenHomeWork","shadowDom","shadowDom",""
"passed","Sat May 24 08:24:05 GMT 2025","Sat May 24 08:24:06 GMT 2025","844","","ui.SixHomeWork","","ui.SixHomeWork","checkboxTest","checkboxTest()",""
"passed","Sat May 24 08:24:07 GMT 2025","Sat May 24 08:24:07 GMT 2025","842","","ui.SixHomeWork","","ui.SixHomeWork","dataPickerTest","dataPickerTest()",""
"passed","Sat May 24 08:23:47 GMT 2025","Sat May 24 08:23:48 GMT 2025","876","","ui.SevenHomeWork","","ui.SevenHomeWork","cookieTest","Cookies test",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","38","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testCheapest","testCheapest()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","4","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testFrafaleAndLongDistance","testFrafaleAndLongDistance()",""
"passed","Sat May 24 08:24:06 GMT 2025","Sat May 24 08:24:07 GMT 2025","800","","ui.SixHomeWork","","ui.SixHomeWork","readOnlyField","readOnlyField()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testMore30km","testMore30km()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadHigh","testWorkLoadHigh()",""
"passed","Sat May 24 08:24:07 GMT 2025","Sat May 24 08:24:08 GMT 2025","747","","ui.SixHomeWork","","ui.SixHomeWork","disabledField","disabledField()",""
"passed","Sat May 24 08:24:08 GMT 2025","Sat May 24 08:24:09 GMT 2025","912","","ui.SixHomeWork","","ui.SixHomeWork","listSelectedAnotherOptionTest","listSelectedAnotherOptionTest()",""
"broken","Sat May 24 08:23:44 GMT 2025","Sat May 24 08:23:44 GMT 2025","281","","SeleniumTests","","SeleniumTests","checkURL","checkURL()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadIncreased","testWorkLoadIncreased()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","2","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testNineKmBig","testNineKmBig()",""
"broken","Sat May 24 08:24:10 GMT 2025","Sat May 24 08:24:11 GMT 2025","742","","ui.SixHomeWork","","ui.SixHomeWork","fileUploadTest","fileUploadTest()",""
"passed","Sat May 24 08:23:36 GMT 2025","Sat May 24 08:23:36 GMT 2025","1","","DeliveryCostCalculationTest","","DeliveryCostCalculationTest","testWorkLoadVeryHigh","testWorkLoadVeryHigh()",""
"broken","Sat May 24 08:23:44 GMT 2025","Sat May 24 08:23:44 GMT 2025","244","","SeleniumTests","","SeleniumTests","checkChapter3Link","checkChapter3Link()",""
"passed","Sat May 24 08:24:11 GMT 2025","Sat May 24 08:24:11 GMT 2025","809","","ui.SixHomeWork","","ui.SixHomeWork","inputField","inputField()",""
"broken","Sat May 24 08:23:46 GMT 2025","Sat May 24 08:23:47 GMT 2025","702","","ui.SevenHomeWork","","ui.SevenHomeWork","testWebStorage","Web storage test",""
"passed","Sat May 24 08:23:49 GMT 2025","Sat May 24 08:23:55 GMT 2025","6178","","ui.SevenHomeWork","","ui.SevenHomeWork","slowCalculator","Тест калькулятора",""
